rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length,Unnamed: 0
4923,12,00:16:28,29651,12,6,24,defensive shot,0.0,1,2.0,7,0.224390243902439,0.4213541666666665,,,8,167.1,326.01,8,112.6,682.06,0,0,4922,33,62.0
4923,13,00:15:51,28556,13,8,25,net shot,0.0,1,1.0,8,0.1292682926829267,-0.5554687499999998,,,8,161.1,629.55,9,176.3,190.06,0,0,4922,33,63.0
4923,14,00:40:31,72943,14,9,24,drop,0.0,0,2.0,5,-1.1048780487804877,-0.6783854166666666,,,9,141.0,800.87,8,159.8,289.84,0,0,4922,33,64.0
4923,15,00:19:12,34585,16,12,25,smash,1.0,0,2.0,8,-0.3378048780487803,-1.0272916666666667,,,8,137.5,688.29,8,132.8,341.79,0,0,4922,33,65.0
4923,17,00:32:12,57984,4,5,25,net shot,0.0,1,2.0,7,0.5402439024390245,0.5229166666666666,,,8,242.5,335.92,8,214.9,655.46,0,0,4922,33,67.0
4923,18,00:23:52,42974,19,15,24,smash,0.0,0,2.0,6,-1.1341463414634143,1.081614583333333,,,8,137.3,243.93,8,154.7,638.11,0,0,4922,33,68.0
4923,20,00:37:39,67788,4,0,24,net shot,0.0,0,2.0,7,0.0402439024390245,-0.1148958333333333,,,8,134.3,605.61,8,165.5,333.33,0,0,4922,33,70.0
4923,21,00:06:59,12593,2,0,25,lob,0.0,0,1.0,4,1.2634146341463417,-1.451875,,,8,234.2,601.99,8,181.8,316.62,0,0,4922,33,71.0
4923,23,00:22:41,40849,18,15,25,push/rush,0.0,0,1.0,8,-0.7756097560975609,-1.0821354166666666,,,1,257.8,586.79,6,278.0,293.42,0,0,4922,33,73.0
4923,24,00:33:09,59684,5,6,24,lob,0.0,0,1.0,5,-0.9597560975609756,-1.3595833333333331,,,6,99.9,644.72,8,132.5,230.68,0,0,4922,33,74.0
4923,26,00:40:02,72078,13,9,24,defensive shot,0.0,0,2.0,5,-0.9719512195121952,-0.7505729166666667,,,8,133.3,699.81,8,135.8,217.27,0,0,4922,33,76.0
4923,27,00:31:43,57096,4,4,25,defensive shot,0.0,0,2.0,7,-0.8475609756097561,0.4668229166666666,,,8,153.0,264.74,9,223.8,766.05,0,0,4922,33,77.0
4923,29,00:15:11,27350,13,7,25,defensive shot,0.0,1,2.0,8,-0.2695121951219511,-0.6273958333333333,,,8,188.3,648.28,8,139.0,222.71,0,0,4922,33,79.0
4923,31,00:43:30,78320,18,10,25,drive,0.0,1,1.0,7,-0.073170731707317,0.4868229166666668,,,8,142.2,332.67,8,173.2,633.97,0,0,4922,33,81.0
4923,32,00:12:51,23136,10,6,24,short service,0.0,1,2.0,7,-0.4780487804878047,0.4682291666666665,,,8,182.4,326.06,8,128.1,685.61,0,0,4922,33,82.0
4925,1,00:38:58,70160,17,16,6,drop,0.0,0,2.0,1,1.114634146341463,0.5225520833333336,,,3,92.5,201.21,8,174.0,639.8,0,0,4924,4,84.0
4926,2,00:53:16,95887,6,1,15,net shot,0.0,1,2.0,7,-0.8195121951219513,-0.2672395833333333,,,8,161.8,629.41,8,161.3,297.94,0,0,4925,12,89.0
4926,3,00:09:06,16381,5,1,17,drop,0.0,0,2.0,5,1.1902439024390246,0.7380729166666669,,,8,240.5,217.33,8,221.7,641.22,0,0,4925,12,90.0
4926,4,01:00:23,108705,20,14,15,clear,1.0,0,1.0,9,-0.028048780487805,0.3184374999999999,,,8,176.0,763.48,8,189.1,589.26,0,0,4925,12,91.0
4926,7,00:14:49,26690,9,2,17,net shot,0.0,0,2.0,7,0.5146341463414633,0.3712499999999998,,,8,238.2,331.02,8,238.0,667.23,0,0,4925,12,94.0
4926,8,00:39:19,70796,2,4,15,clear,1.0,0,1.0,6,1.1573170731707314,-1.2691666666666668,,,8,194.4,723.64,8,170.3,284.95,0,0,4925,12,95.0
4926,9,00:25:07,45238,19,12,17,net shot,0.0,1,2.0,1,1.44390243902439,0.4016145833333334,,,8,216.8,301.5,8,204.1,738.0,0,0,4925,12,96.0
4926,11,00:29:28,53058,5,1,17,short service,0.0,1,2.0,7,-0.0756097560975608,-0.3667708333333334,,,8,181.0,597.05,8,137.1,275.75,0,0,4925,12,98.0
4927,4,00:51:57,93531,17,18,34,defensive shot,0.0,1,2.0,5,-1.025609756097561,-0.63046875,,,8,144.5,655.16,8,130.0,231.96,0,0,4926,25,103.0
4927,5,00:23:19,41993,15,15,0,defensive shot,0.0,1,1.0,8,0.9243902439024392,-0.6989583333333332,,,8,199.6,692.23,7,134.0,381.92,0,0,4926,25,104.0
4927,6,01:01:37,110920,6,2,34,lob,0.0,0,1.0,4,-0.9682926829268294,1.5581249999999998,,,7,218.6,369.38,8,181.8,618.44,0,0,4926,25,105.0
4927,8,00:21:36,38902,13,11,34,short service,0.0,1,2.0,8,-0.1804878048780489,0.6865104166666663,,,8,190.5,318.79,8,123.2,642.85,0,0,4926,25,107.0
4927,9,00:39:31,71157,8,7,0,drive,0.0,0,2.0,8,-0.7926829268292683,0.6675520833333332,,,8,150.4,330.93,7,126.9,585.31,0,0,4926,25,108.0
4927,11,01:03:22,114077,17,16,0,short service,0.0,1,2.0,1,-1.075609756097561,-0.5040624999999999,,,8,182.1,625.33,8,139.9,276.58,0,0,4926,25,110.0
4927,13,00:37:33,67618,6,5,0,short service,0.0,1,2.0,7,-0.7890243902439025,0.5072916666666666,,,8,181.1,346.09,8,120.2,686.19,0,0,4926,25,112.0
4927,15,00:50:09,90273,20,15,0,drive,0.0,1,1.0,7,-0.0182926829268292,0.6194791666666669,,,8,156.5,297.88,8,201.5,640.71,0,0,4926,25,114.0
4927,20,00:32:17,58119,2,2,34,push/rush,0.0,0,1.0,3,-1.4,-1.5736979166666665,,,8,127.1,607.37,8,188.8,304.38,0,0,4926,25,119.0
4927,21,00:29:14,52628,20,19,0,lob,0.0,0,1.0,6,0.996341463414634,-1.3459374999999998,,,8,125.2,601.35,8,160.9,351.49,0,0,4926,25,120.0
4927,24,00:50:12,90383,15,18,34,drive,0.0,0,2.0,4,1.1268292682926826,-1.4318229166666665,,,8,176.7,629.78,5,100.9,283.53,0,0,4926,25,123.0
4927,25,00:49:04,88347,20,13,0,drive,0.0,0,2.0,3,1.4914634146341466,1.6205729166666665,opponent's ball landed,34.0,5,89.9,218.8,8,174.3,647.76,0,0,4926,25,124.0
4928,3,00:20:04,36142,12,3,11,lob,0.0,1,1.0,9,-0.6158536585365854,1.5440625,,,8,225.8,353.61,8,162.8,645.71,0,0,4927,7,127.0
4928,5,00:58:03,104491,18,15,11,smash,1.0,0,2.0,5,-1.252439024390244,-0.9809895833333334,,,8,138.0,744.85,8,175.6,238.94,0,0,4927,7,129.0
4929,1,00:41:15,74261,20,17,20,drive,0.0,0,2.0,6,-1.1402439024390243,0.8675520833333336,,,3,96.9,193.02,8,193.0,642.98,0,0,4928,23,132.0
4929,3,00:24:20,43824,19,14,20,defensive shot,0.0,0,1.0,6,1.364634146341463,-0.97875,,,8,233.6,665.2,8,229.6,223.67,0,0,4928,23,134.0
4929,5,00:40:03,72110,10,15,20,smash,1.0,0,2.0,6,-1.075609756097561,1.009427083333333,,,8,150.6,259.36,8,177.8,728.65,0,0,4928,23,136.0
4929,8,00:30:03,54096,5,5,2,smash,0.0,0,2.0,8,0.1109756097560974,0.6917708333333336,,,8,155.0,276.41,8,195.6,607.52,0,0,4928,23,139.0
4929,9,00:50:25,90769,5,1,20,clear,0.0,0,1.0,4,1.09390243902439,-1.3922395833333334,,,8,208.6,754.84,8,166.9,269.7,0,0,4928,23,140.0
4929,11,01:05:26,117807,16,12,20,drop,1.0,0,2.0,5,1.0219512195121954,0.9470833333333336,,,8,214.8,233.74,8,203.7,666.52,0,0,4928,23,142.0
4929,16,00:23:50,42901,13,13,2,clear,0.0,0,1.0,3,1.5378048780487807,1.6183333333333334,,,8,247.5,214.92,8,220.4,701.32,0,0,4928,23,147.0
4929,18,00:17:44,31923,0,1,2,clear,1.0,0,1.0,5,1.0463414634146342,1.4232291666666663,,,8,232.1,260.24,8,219.4,705.96,0,0,4928,23,149.0
4929,19,01:07:07,120812,18,12,20,short service,0.0,1,2.0,7,-0.3829268292682927,0.5030208333333336,,,8,179.8,333.26,8,126.5,683.28,0,0,4928,23,150.0
4929,21,00:26:09,47081,6,6,20,defensive shot,0.0,1,2.0,1,1.0500000000000005,0.3839583333333334,,,8,180.5,305.76,8,232.4,728.4,0,0,4928,23,152.0
4930,2,00:11:28,20650,9,5,18,net shot,0.0,1,2.0,1,-0.9170731707317074,-0.2293750000000001,,,6,97.2,603.93,8,164.7,292.52,0,0,4929,13,156.0
4930,4,00:16:29,29684,14,7,18,net shot,0.0,1,2.0,1,-1.0890243902439023,-0.1263020833333333,,,8,111.1,612.95,8,209.7,250.03,0,0,4929,13,158.0
4930,6,00:44:27,80025,18,8,18,clear,1.0,0,1.0,8,0.8939024390243904,1.4772395833333334,,,8,185.6,250.0,8,191.3,647.85,0,0,4929,13,160.0
4930,8,00:16:42,30077,14,7,18,clear,1.0,0,1.0,3,-0.925609756097561,-1.40828125,,,8,142.4,711.83,8,141.9,316.4,0,0,4929,13,162.0
4930,9,00:22:31,40556,18,15,25,defensive shot,0.0,1,2.0,1,-1.1658536585365853,-0.4350520833333332,,,8,190.3,658.01,8,141.2,222.73,0,0,4929,13,163.0
4930,12,00:41:17,74328,20,17,18,clear,0.0,0,1.0,6,1.4243902439024392,-1.2211458333333334,,,8,231.1,718.45,8,201.7,315.54,0,0,4929,13,166.0
4931,2,00:28:58,52162,19,18,13,net shot,0.0,0,2.0,7,0.4097560975609755,-0.3931250000000001,,,8,230.4,623.87,8,200.8,262.48,0,0,4930,8,169.0
4931,3,00:40:06,72195,13,9,25,defensive shot,0.0,0,2.0,7,-0.3951219512195122,0.6429687500000002,,,8,119.5,318.41,8,114.7,746.96,0,0,4930,8,170.0
4931,4,00:14:17,25729,6,4,13,net shot,0.0,0,2.0,1,1.05609756097561,0.3472395833333331,,,8,206.6,342.34,8,190.2,648.72,0,0,4930,8,171.0
4931,5,00:07:05,12779,2,0,25,defensive shot,0.0,1,2.0,8,-0.2646341463414632,-0.9358854166666668,,,8,154.6,632.38,8,153.6,251.9,0,0,4930,8,172.0
4931,6,00:46:13,83209,10,11,13,defensive shot,0.0,0,2.0,7,-0.6817073170731708,-0.4325520833333334,,,8,226.0,703.9,9,248.4,188.91,0,0,4930,8,173.0
4931,8,00:24:04,43349,17,11,13,clear,0.0,0,2.0,10,1.1573170731707314,-1.7665625,no such data,6.0,8,243.2,742.69,8,211.7,249.21,0,0,4930,1,175.0
4933,1,00:57:15,103059,8,4,23,net shot,0.0,1,2.0,1,-1.4036585365853658,-0.0629687499999998,,,2,92.7,577.53,7,119.6,404.39,0,0,4932,14,176.0
4933,2,00:38:38,69550,6,0,24,push/rush,0.0,1,2.0,4,1.1768292682926829,-1.4214062499999998,,,7,220.0,570.15,8,168.8,347.72,0,0,4932,14,177.0
4933,3,00:25:09,45290,19,10,23,clear,1.0,0,2.0,5,-1.247560975609756,-1.2176041666666666,,,8,108.5,742.4,8,143.9,289.42,0,0,4932,14,178.0
4933,5,00:44:15,79678,9,14,23,drive,0.0,0,2.0,6,-1.328048780487805,0.9861458333333336,,,8,108.4,213.56,8,159.1,661.15,0,0,4932,14,180.0
4933,6,00:40:54,73623,15,9,24,short service,0.0,1,2.0,7,-0.3707317073170732,-0.3107291666666668,,,8,181.4,626.82,8,125.0,294.41,0,0,4932,14,181.0
4933,7,00:19:57,35922,12,8,23,short service,0.0,1,2.0,7,-0.45,-0.3106770833333332,,,8,187.8,659.72,8,129.4,319.73,0,0,4932,14,182.0
4933,8,00:23:27,42231,17,11,24,net shot,0.0,0,2.0,7,-0.8365853658536585,0.2648437500000001,,,8,163.0,354.93,8,196.9,639.71,0,0,4932,14,183.0
4933,9,00:46:50,84312,12,15,23,net shot,0.0,1,2.0,2,-1.0182926829268293,0.2841145833333331,,,8,216.6,350.59,8,216.5,700.08,0,0,4932,14,184.0
4933,11,00:44:17,79723,9,14,23,net shot,0.0,1,2.0,1,1.3926829268292682,0.2758854166666668,,,7,221.3,373.33,8,153.6,666.44,0,0,4932,14,186.0
4933,12,00:27:18,49146,17,18,24,defensive shot,0.0,1,2.0,7,0.4207317073170731,0.5763541666666665,,,8,173.6,347.66,8,140.6,736.27,0,0,4932,14,187.0
4933,14,00:38:52,69976,12,7,24,smash,0.0,0,2.0,5,-0.9987804878048782,-1.09640625,opponent's ball landed,24.0,8,244.8,725.55,8,181.9,287.58,0,0,4932,14,189.0
4934,1,00:06:36,11885,1,0,25,net shot,0.0,0,2.0,7,0.3536585365853658,-0.2434895833333333,,,5,270.5,617.31,8,197.3,260.05,0,0,4933,17,190.0
4934,2,00:56:46,102195,17,14,11,drive,0.0,0,1.0,8,-0.0170731707317073,-0.8661458333333334,,,8,145.7,595.19,8,159.8,287.55,0,0,4933,17,191.0
4934,4,00:46:13,83213,10,9,11,drive,0.0,0,2.0,8,-0.123170731707317,-0.67671875,,,8,227.7,659.86,8,233.5,207.14,0,0,4933,17,193.0
4934,5,00:18:30,33308,15,11,25,short service,0.0,1,2.0,7,0.4426829268292684,-0.3952604166666666,,,8,169.3,628.17,8,207.6,290.29,0,0,4933,17,194.0
4934,6,00:50:15,90456,13,10,11,smash,1.0,0,2.0,5,-1.1524390243902438,-0.91078125,,,8,142.6,747.92,8,160.7,251.01,0,0,4933,17,195.0
4934,7,00:06:19,11399,1,0,25,net shot,0.0,0,2.0,7,0.4731707317073172,-0.1280208333333332,,,8,228.3,609.49,8,201.7,297.58,0,0,4933,17,196.0
4934,9,00:15:58,28760,13,8,25,drop,0.0,0,2.0,1,-1.078048780487805,-0.3352083333333334,,,3,264.1,777.42,8,205.7,277.86,0,0,4933,17,198.0
4934,10,00:45:27,81813,10,8,11,defensive shot,0.0,1,2.0,1,-1.0219512195121951,-0.32546875,,,8,215.9,677.64,8,185.7,232.74,0,0,4933,17,199.0
4934,11,00:10:33,19012,7,3,25,defensive shot,0.0,0,1.0,2,0.9987804878048778,-0.3161979166666666,,,8,199.8,686.21,8,134.8,236.01,0,0,4933,17,200.0
4934,14,00:07:13,13001,0,1,11,net shot,0.0,1,2.0,1,1.2609756097560971,0.4205208333333334,,,8,211.0,365.41,8,140.2,753.03,0,0,4933,17,203.0
4934,15,00:15:56,28685,13,8,25,net shot,0.0,0,2.0,2,1.017073170731707,-0.2836979166666668,,,8,239.2,622.94,8,136.2,230.72,0,0,4933,17,204.0
4934,17,00:45:07,81224,20,12,25,smash,0.0,1,2.0,10,1.6439024390243904,1.3304687500000003,out,11.0,9,239.2,199.06,8,195.6,597.08,0,0,4933,17,206.0
4936,2,00:43:16,77890,9,8,28,drive,0.0,0,2.0,8,-0.574390243902439,1.0708333333333335,,,8,204.9,294.48,9,175.4,771.62,0,0,4935,10,210.0
4936,4,01:16:28,137649,15,10,28,smash,0.0,0,2.0,5,1.047560975609756,0.9833333333333332,,,8,176.5,259.45,8,228.7,696.92,0,0,4935,10,212.0
4936,7,00:23:42,42684,15,16,29,defensive shot,0.0,1,1.0,5,1.298780487804878,1.3804166666666664,,,8,236.5,280.41,8,242.1,719.1,0,0,4935,10,215.0
4936,9,00:13:26,24208,6,8,29,net shot,0.0,0,2.0,2,-1.1341463414634143,0.3393229166666665,,,8,106.0,353.53,8,131.6,707.38,0,0,4935,10,217.0
4937,1,00:06:25,11573,2,0,18,lob,0.0,0,1.0,8,-0.3963414634146341,-1.3228125,,,7,226.5,593.95,8,219.9,250.04,0,0,4936,11,219.0
4937,3,00:41:05,73968,15,6,18,smash,0.0,0,2.0,6,-1.0097560975609756,1.01765625,,,8,107.4,247.34,8,139.1,734.76,0,0,4936,11,221.0
4937,4,00:45:32,81985,8,15,34,smash,1.0,0,2.0,5,-1.1134146341463411,-0.8900520833333333,,,8,142.3,755.43,8,181.6,289.8,0,0,4936,11,222.0
4937,5,00:34:16,61690,7,5,18,drop,0.0,0,2.0,7,-0.7317073170731707,0.2946875000000002,,,8,161.8,290.08,8,208.3,736.4,0,0,4936,11,223.0
4937,8,01:05:01,117037,10,5,34,push/rush,0.0,1,2.0,4,-0.8878048780487805,1.6319270833333337,,,8,153.1,328.79,8,152.9,701.38,0,0,4936,11,226.0
4937,9,00:41:03,73907,20,17,18,drop,0.0,0,2.0,8,0.8426829268292683,-0.7843750000000002,,,8,176.6,738.98,8,162.5,273.4,0,0,4936,11,227.0
4937,11,00:08:05,14556,3,2,18,drive,0.0,0,2.0,1,-0.9182926829268292,-0.2305208333333332,touched the net,34.0,9,131.0,182.88,8,177.8,637.01,0,0,4936,11,229.0
4938,4,01:02:29,112473,7,3,34,smash,0.0,0,2.0,7,0.4304878048780489,-0.0110416666666666,touched the net,1.0,9,149.9,194.01,8,184.2,670.19,0,0,4937,4,233.0
4939,1,00:39:20,70817,12,6,18,lob,0.0,1,1.0,9,-0.6219512195121951,1.5143229166666667,,,7,210.9,370.88,8,187.9,665.65,0,0,4938,24,234.0
4939,3,00:40:53,73604,15,6,18,drive,0.0,0,1.0,6,-0.8804878048780488,1.0179687500000003,,,8,123.2,218.39,8,154.5,685.3,0,0,4938,24,236.0
4939,4,01:04:57,116918,17,17,6,defensive shot,0.0,1,2.0,1,1.0195121951219517,0.4769270833333336,,,8,144.3,281.53,9,214.6,757.28,0,0,4938,24,237.0
4939,6,00:45:04,81129,2,1,6,clear,0.0,0,1.0,6,1.0621951219512198,-1.24390625,,,8,237.4,746.43,8,188.6,334.32,0,0,4938,24,239.0
4939,7,00:47:37,85721,21,10,18,clear,0.0,0,1.0,5,1.3865853658536584,1.4606250000000005,,,8,108.0,210.29,8,141.4,662.67,0,0,4938,24,240.0
4939,8,00:23:08,41640,1,3,6,defensive shot,0.0,0,1.0,8,0.528048780487805,1.0203645833333332,,,8,143.7,320.69,8,158.3,654.04,0,0,4938,24,241.0
4939,9,00:31:45,57161,13,9,18,smash,1.0,0,2.0,5,-1.2121951219512197,-0.9335416666666668,,,8,157.5,708.96,8,157.0,289.45,0,0,4938,24,242.0
4939,11,00:09:39,17370,8,2,18,clear,0.0,0,1.0,5,-1.0158536585365854,-1.32296875,,,8,216.7,736.45,8,210.8,265.33,0,0,4938,24,244.0
4939,12,00:41:29,74694,20,18,6,smash,1.0,0,2.0,5,1.0817073170731706,1.0901562499999995,,,8,223.7,270.29,8,230.4,641.0,0,0,4938,24,245.0
4939,14,00:25:05,45174,5,5,6,short service,0.0,1,2.0,7,-0.1195121951219513,0.4065104166666664,,,8,180.8,317.78,8,117.3,681.69,0,0,4938,24,247.0
4939,15,00:30:50,55508,4,1,18,defensive shot,0.0,1,2.0,7,0.2353658536585367,0.5047916666666664,,,8,163.3,299.78,9,219.3,766.24,0,0,4938,24,248.0
4939,17,00:20:35,37058,17,12,18,clear,0.0,0,1.0,4,1.2073170731707317,-1.49515625,,,8,226.6,755.05,8,221.0,260.28,0,0,4938,24,250.0
4939,18,00:33:00,59420,11,13,6,push/rush,0.0,1,1.0,8,-0.8634146341463415,1.2481770833333332,,,8,167.5,350.92,8,179.9,653.89,0,0,4938,24,251.0
4939,20,00:09:21,16837,6,4,6,drop,0.0,0,2.0,1,-1.274390243902439,-0.3871354166666665,,,9,245.1,771.63,8,171.7,325.08,0,0,4938,24,253.0
4939,21,00:06:14,11243,1,1,18,smash,1.0,0,2.0,6,-1.0439024390243905,0.8682291666666669,,,8,201.0,274.21,8,207.8,595.72,0,0,4938,24,254.0
4939,23,00:35:56,64684,8,6,18,push/rush,0.0,0,1.0,6,-1.221951219512195,1.4889583333333334,,,8,194.3,357.64,8,146.9,690.43,0,0,4938,24,256.0
4940,1,01:01:33,110798,21,19,3,clear,1.0,0,1.0,6,-1.2792682926829269,1.4041666666666668,,,5,92.8,215.04,8,156.2,697.3,0,0,4939,4,258.0
4940,2,00:28:22,51079,18,19,22,drive,0.0,0,1.0,8,-0.1890243902439024,-0.8435416666666665,,,8,196.2,617.98,8,174.7,277.08,0,0,4939,4,259.0
4941,1,00:29:56,53901,21,21,12,net shot,0.0,0,2.0,2,1.326829268292683,-0.0571875,,,8,212.5,595.97,8,176.9,341.8,0,0,4940,15,262.0
4941,3,00:30:25,54773,21,22,12,short service,0.0,1,2.0,7,0.5365853658536586,-0.2242708333333333,,,8,171.8,645.88,8,224.7,338.28,0,0,4940,15,264.0
4941,4,00:35:47,64434,8,2,3,smash,1.0,0,2.0,8,0.2768292682926828,0.8843749999999998,,,8,189.3,254.76,8,219.0,644.69,0,0,4940,15,265.0
4941,7,00:54:44,98538,16,14,12,defensive shot,0.0,1,2.0,7,-0.2182926829268293,0.6035937499999999,,,8,153.5,303.82,8,160.6,656.51,0,0,4940,15,268.0
4941,8,00:18:22,33073,16,14,3,short service,0.0,1,2.0,8,-0.7548780487804879,-0.53546875,,,8,184.2,647.15,8,131.0,284.49,0,0,4940,15,269.0
4941,11,00:54:30,98126,16,14,12,defensive shot,0.0,1,2.0,1,1.114634146341463,0.5891145833333334,,,8,194.6,289.45,8,238.1,724.1,0,0,4940,15,272.0
4941,13,00:07:14,13033,0,1,12,push/rush,0.0,0,2.0,3,-1.024390243902439,-1.4313541666666667,,,8,241.6,600.14,8,209.0,343.59,0,0,4940,15,274.0
4942,3,00:56:00,100829,19,21,34,net shot,0.0,1,2.0,6,0.9670731707317076,-0.5460416666666665,,,8,105.0,641.4,8,132.0,205.21,0,0,4941,37,279.0
