rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
4936,4,01:07:38,121740,12,5,34,net shot,0.0,1,2.0,1,-1.1158536585365857,-0.3054687499999999,,,8,129.0,622.07,8,241.4,346.29,0,0,14963,5
4937,1,00:20:01,36043,16,13,25,defensive shot,0.0,1,2.0,1,-1.2963414634146342,-0.3469791666666666,,,6,96.3,677.45,8,155.9,264.77,0,0,14964,5
4937,3,00:09:23,16908,4,3,25,net shot,0.0,0,2.0,7,-0.8317073170731708,-0.2269270833333333,,,8,201.8,600.19,8,176.9,323.66,0,0,14965,5
4937,4,00:07:41,13836,1,2,27,clear,0.0,0,1.0,6,-0.9865853658536586,1.49734375,,,8,120.2,229.26,8,137.8,697.82,0,0,14966,5
4938,3,00:08:56,16108,3,6,15,clear,0.0,0,1.0,4,1.1024390243902435,-1.4611458333333331,,,8,225.3,751.1,8,169.0,319.6,0,0,14967,5
4938,4,00:20:09,36272,16,13,25,defensive shot,0.0,1,2.0,1,-1.1609756097560977,-0.2600520833333333,,,8,200.1,646.98,8,152.1,251.89,0,0,14968,5
4938,5,00:54:09,97470,18,9,15,push/rush,0.0,0,2.0,10,-1.1597560975609755,0.2986979166666668,out,25.0,8,138.3,722.16,8,149.3,576.38,0,0,14969,5
4939,3,00:47:36,85694,11,9,12,smash,1.0,0,2.0,5,1.0012195121951222,0.9624479166666664,,,9,230.1,181.9,8,228.1,703.86,0,0,14970,4
4940,1,00:55:01,99050,20,22,19,clear,1.0,0,1.0,9,0.6634146341463415,-1.4461979166666663,,,4,94.0,770.23,5,72.9,331.9,0,0,14971,23
4940,2,00:20:17,36530,12,8,23,net shot,0.0,0,2.0,1,-1.3878048780487804,-0.2895833333333334,,,5,252.4,607.91,8,241.6,259.4,0,0,14972,23
4940,3,01:01:29,110692,4,2,19,defensive shot,0.0,1,1.0,8,-0.052439024390244,1.02796875,,,8,147.7,267.14,8,199.6,630.78,0,0,14973,23
4940,4,00:24:02,43268,18,9,23,defensive shot,0.0,1,2.0,2,1.1878048780487802,-0.27171875,,,8,137.7,690.64,8,117.5,263.6,0,0,14974,23
4940,6,00:34:27,62024,2,3,23,short service,0.0,1,2.0,7,0.651219512195122,0.5315624999999997,,,8,158.2,337.98,8,219.0,667.28,0,0,14975,23
4940,12,00:58:29,105282,10,4,23,smash,0.0,0,2.0,5,-1.0317073170731708,-0.9461458333333336,,,9,154.7,773.16,8,147.9,331.93,0,0,14976,23
4940,13,00:07:32,13576,1,1,19,defensive shot,0.0,1,2.0,7,0.4878048780487805,0.48953125,,,8,159.3,312.3,8,236.7,736.16,0,0,14977,23
4940,14,00:35:14,63448,2,5,23,clear,1.0,0,1.0,5,1.3280487804878045,1.2788541666666664,,,8,209.5,287.48,8,219.6,651.06,0,0,14978,23
4940,15,00:59:51,107746,2,2,19,defensive shot,0.0,0,1.0,6,-1.2000000000000002,0.8424479166666666,,,8,136.4,299.22,8,185.8,712.23,0,0,14979,23
4940,17,00:50:20,90603,17,18,19,defensive shot,0.0,0,2.0,6,1.0292682926829266,-0.5583854166666665,,,8,236.2,681.71,8,189.0,261.47,0,0,14980,23
4940,19,01:16:31,137739,20,10,19,long service,0.0,1,1.0,5,-0.9439024390243904,-1.350572916666667,,,8,183.3,634.39,8,133.9,279.92,0,0,14981,23
4940,21,00:59:51,107746,2,2,19,defensive shot,0.0,0,1.0,6,-1.2000000000000002,0.8424479166666666,,,8,136.4,299.22,8,185.8,712.23,0,0,14982,23
4940,22,00:27:21,49237,19,15,23,short service,0.0,1,2.0,7,-0.326829268292683,-0.3376041666666666,,,8,185.9,657.89,8,128.1,298.44,0,0,14983,23
4940,23,00:13:00,23420,8,4,19,smash,0.0,0,2.0,7,-0.2634146341463414,-0.0175520833333333,touched the net,23.0,8,244.9,207.72,8,217.2,683.2,0,0,14984,23
4941,1,00:14:39,26382,14,20,2,smash,0.0,0,2.0,6,1.360975609756098,-0.9853645833333332,,,9,234.5,765.16,8,177.7,299.41,0,0,14985,4
4941,4,00:24:08,43440,18,9,23,net shot,0.0,0,2.0,2,-0.948780487804878,0.1042187499999999,not pass over the net,2.0,8,205.6,637.94,8,169.7,258.08,0,0,14986,4
4942,1,00:15:30,27926,8,10,29,net shot,0.0,0,2.0,2,-1.3865853658536589,0.1931249999999999,,,1,100.0,415.74,7,132.1,591.3,0,0,14987,11
4942,2,00:14:03,25318,5,8,9,lob,0.0,0,1.0,3,-1.1085365853658538,-1.49984375,,,7,235.8,580.19,8,179.8,326.24,0,0,14988,11
4942,7,00:13:57,25136,7,8,29,short service,0.0,0,2.0,1,1.2365853658536583,0.5326562499999999,,,8,156.1,282.48,8,231.7,698.54,0,0,14989,11
4943,1,00:24:30,44124,14,15,1,net shot,0.0,0,2.0,7,-0.6097560975609756,-0.4020833333333333,,,5,251.5,652.28,9,219.4,195.35,0,0,14990,9
4943,3,00:25:33,45996,14,17,1,long service,0.0,1,1.0,5,-1.0048780487804878,-1.3348958333333334,,,8,185.3,647.91,8,134.4,280.0,0,0,14991,9
4943,4,00:47:31,85544,12,10,28,defensive shot,0.0,1,2.0,7,0.5951219512195123,0.4622916666666666,,,8,218.4,269.39,8,250.5,744.18,0,0,14992,9
4943,5,00:27:03,48699,16,17,1,net shot,0.0,0,2.0,7,-0.4439024390243903,-0.16984375,,,8,149.4,596.38,8,138.4,297.21,0,0,14993,9
4943,6,00:37:32,67562,5,4,28,push/rush,0.0,1,1.0,3,1.0390243902439025,1.5175,,,8,156.9,361.71,8,194.3,628.44,0,0,14994,9
4943,7,00:24:25,43973,14,15,1,lob,0.0,0,1.0,3,-0.9926829268292684,-1.3771354166666665,,,8,187.3,601.18,8,205.1,291.5,0,0,14995,9
4943,9,00:40:12,72361,8,5,1,smash,1.0,0,2.0,5,1.4426829268292685,1.3322916666666664,opponent's ball landed,28.0,8,219.3,222.31,8,226.5,643.03,0,0,14996,9
4944,6,01:06:40,120018,18,17,9,defensive shot,0.0,1,2.0,7,0.2914634146341464,0.3580208333333334,,,8,125.5,241.86,8,111.9,735.32,0,0,14997,7
4944,7,00:36:27,65613,15,13,6,clear,1.0,0,2.0,10,1.697560975609756,1.5509895833333331,out,9.0,8,238.5,225.88,8,213.9,679.62,0,0,14998,7
4946,4,00:59:10,106506,18,16,11,net shot,0.0,1,2.0,7,-0.0097560975609757,-0.0477604166666667,,,8,140.2,629.85,8,164.5,270.85,0,0,14999,10
4946,5,00:25:52,46565,20,15,19,defensive shot,0.0,1,1.0,8,0.6975609756097559,1.254322916666667,,,8,140.9,351.35,8,207.4,657.55,0,0,15000,10
4946,6,00:28:38,51563,20,20,11,net shot,0.0,0,2.0,7,0.274390243902439,0.4772916666666666,,,8,179.6,363.66,8,179.4,684.02,0,0,15001,10
4946,8,00:08:17,14935,1,0,11,drop,1.0,0,2.0,2,-1.1146341463414635,0.5913541666666665,,,8,234.6,212.16,8,192.4,693.42,0,0,15002,10
4946,9,00:20:16,36508,16,7,19,net shot,0.0,0,2.0,1,1.1317073170731708,0.4140625,,,8,140.1,345.4,8,186.8,620.75,0,0,15003,10
4946,10,00:44:27,80022,8,8,11,drop,0.0,1,2.0,1,0.9743902439024392,0.1273437499999999,touched the net,11.0,8,137.6,698.61,8,145.2,304.01,0,0,15004,10
4947,1,00:25:22,45660,15,12,4,net shot,0.0,0,2.0,2,-1.3743902439024391,0.5355729166666668,,,1,96.2,373.85,6,98.4,742.43,0,0,15005,7
4947,2,00:11:34,20824,4,5,26,defensive shot,0.0,1,2.0,1,1.354878048780488,0.4104687499999997,,,6,251.5,305.19,8,213.3,712.47,0,0,15006,7
4947,4,00:38:58,70160,21,20,26,defensive shot,0.0,1,2.0,8,-0.4951219512195121,0.8419270833333332,,,8,149.2,290.6,8,240.2,714.11,0,0,15007,7
4947,6,00:59:57,107921,14,9,26,drop,0.0,0,2.0,6,1.297560975609756,-0.5691666666666665,,,8,196.7,666.94,8,185.5,326.19,0,0,15008,7
4947,7,00:44:57,80918,4,6,4,push/rush,0.0,0,2.0,4,-1.3817073170731706,1.7653125000000005,opponent's ball landed,4.0,8,126.5,322.77,8,151.6,713.41,0,0,15009,7
4948,1,01:05:06,117184,3,4,28,drop,0.0,0,2.0,5,-1.10609756097561,-0.6133854166666666,,,9,251.5,798.04,8,176.4,284.54,0,0,15010,21
4948,5,00:39:13,70604,6,6,28,drop,0.0,0,2.0,1,1.4646341463414636,0.5066666666666665,,,8,105.2,217.72,8,149.5,696.53,0,0,15011,21
4948,7,00:30:43,55306,21,20,28,defensive shot,0.0,0,2.0,6,1.1926829268292685,-0.5773958333333334,,,8,130.9,684.83,8,124.6,263.97,0,0,15012,21
4948,12,00:06:01,10849,1,0,1,net shot,0.0,0,2.0,7,0.0865853658536584,-0.2372395833333334,,,8,208.7,594.37,8,176.8,318.46,0,0,15013,21
4948,19,00:26:25,47550,17,19,28,clear,0.0,0,1.0,3,-1.0670731707317074,-1.5077083333333334,,,8,160.9,753.02,8,153.3,263.05,0,0,15014,21
4949,1,01:07:45,121961,12,5,34,drop,0.0,0,2.0,5,-0.9939024390243902,-0.6066145833333335,,,9,234.9,770.79,8,197.0,292.05,0,0,15015,6
4949,2,00:44:53,80794,9,8,12,smash,0.0,0,2.0,5,1.0280487804878051,1.1526562499999995,,,8,175.1,205.6,8,191.8,686.36,0,0,15016,6
4949,3,01:07:58,122360,12,5,34,net shot,0.0,0,2.0,2,1.2073170731707317,-0.3735937500000001,,,8,231.6,621.33,8,181.3,252.0,0,0,15017,6
4949,6,00:09:07,16420,2,2,12,net shot,0.0,0,2.0,1,1.1073170731707318,0.1844791666666667,not pass over the net,34.0,8,237.6,606.09,8,154.1,265.48,0,0,15018,6
4950,4,01:12:56,131298,6,4,30,defensive shot,0.0,1,2.0,2,-0.8560975609756097,0.5197395833333331,,,8,167.5,306.22,9,216.0,787.61,0,0,15019,17
4950,6,00:25:36,46107,15,14,30,defensive shot,0.0,1,2.0,2,-0.8695121951219512,0.3844791666666669,,,8,170.3,306.19,8,209.9,719.72,0,0,15020,17
4950,9,00:25:44,46322,6,5,18,smash,1.0,0,1.0,8,-0.0634146341463413,-0.8084375000000001,,,8,155.6,703.82,8,151.5,305.17,0,0,15021,17
4950,10,00:19:22,34870,12,11,30,defensive shot,0.0,1,2.0,7,0.2329268292682926,0.4246874999999998,,,8,133.7,262.26,8,163.3,717.02,0,0,15022,17
4950,11,00:18:52,33972,21,8,18,clear,1.0,0,1.0,8,-0.7317073170731707,1.3867708333333333,,,8,221.5,227.57,8,201.9,711.3,0,0,15023,17
4950,13,00:35:59,64797,8,6,18,clear,0.0,0,1.0,6,-1.0353658536585366,1.4776041666666668,,,8,119.9,207.58,8,164.9,689.25,0,0,15024,17
4950,15,00:37:51,68145,11,6,18,defensive shot,0.0,0,2.0,2,-1.0109756097560976,0.3651041666666668,,,8,127.4,299.72,9,227.7,779.46,0,0,15025,17
4950,17,00:15:20,27620,13,6,18,drop,0.0,0,2.0,1,-1.1841463414634146,-0.32546875,opponent's ball landed,18.0,8,246.8,670.02,9,221.4,174.25,0,0,15026,17
4951,2,00:49:24,88939,13,13,21,short service,0.0,1,2.0,1,-1.1097560975609757,-0.3671354166666667,,,8,188.4,617.9,8,133.7,263.75,0,0,15027,8
4951,7,00:20:17,36525,10,12,9,defensive shot,0.0,1,2.0,8,-0.8536585365853658,-0.664375,,,8,189.9,654.3,8,141.6,258.95,0,0,15028,8
4952,1,00:08:09,14691,1,2,19,push/rush,0.0,1,2.0,8,0.3280487804878049,0.9134375,,,2,265.5,399.78,5,260.0,673.08,0,0,15029,10
4952,3,00:10:55,19670,4,4,19,clear,1.0,0,1.0,3,1.0817073170731706,1.6693749999999998,,,9,209.0,196.08,8,196.6,668.44,0,0,15030,10
4952,5,00:07:29,13488,1,1,19,net shot,0.0,1,2.0,2,-1.102439024390244,0.3498437499999998,,,8,191.4,364.16,8,184.3,634.4,0,0,15031,10
4952,6,00:40:27,72819,3,16,9,clear,1.0,0,1.0,5,1.434146341463415,1.485,,,8,239.9,225.12,8,224.9,702.16,0,0,15032,10
4952,7,00:25:52,46565,20,15,19,defensive shot,0.0,1,1.0,8,0.6975609756097559,1.254322916666667,,,8,140.9,351.35,8,207.4,657.55,0,0,15033,10
4952,8,01:06:39,119978,18,17,9,lob,0.0,0,1.0,6,-1.318292682926829,1.2951041666666665,,,8,121.7,337.02,8,154.3,651.24,0,0,15034,10
4952,9,00:31:02,55878,2,2,19,defensive shot,0.0,1,1.0,5,-1.2719512195121951,-1.20828125,,,8,208.7,623.09,8,152.7,327.57,0,0,15035,10
4953,2,00:18:00,32417,14,5,10,short service,0.0,1,2.0,7,0.5060975609756098,-0.4727604166666665,,,8,167.4,620.42,8,225.0,248.89,0,0,15036,13
4953,4,00:10:00,18009,3,0,10,smash,1.0,0,2.0,5,-1.1219512195121952,-1.0430729166666666,,,8,109.9,755.03,8,160.4,255.38,0,0,15037,13
4953,7,00:48:31,87359,16,11,1,net shot,0.0,1,2.0,1,1.2731707317073169,0.3318750000000001,,,8,246.1,336.53,8,127.1,720.46,0,0,15038,13
4953,8,00:37:31,67558,4,6,10,lob,0.0,0,1.0,3,1.1292682926829272,1.62765625,,,8,204.6,357.24,8,183.1,623.37,0,0,15039,13
4953,9,00:26:58,48548,16,17,1,net shot,0.0,1,2.0,7,0.1731707317073169,-0.3713020833333334,,,8,162.0,599.65,8,181.6,316.02,0,0,15040,13
4953,11,00:38:37,69516,7,3,1,defensive shot,0.0,1,2.0,1,1.4597560975609756,0.5360937499999997,,,8,152.6,257.07,6,99.3,751.93,0,0,15041,13
4953,12,00:16:28,29657,7,3,10,drop,0.0,1,2.0,1,-0.9634146341463414,-0.3715624999999998,,,6,87.0,743.45,8,156.8,263.32,0,0,15042,13
4953,13,00:40:49,73471,9,5,1,drive,0.0,1,2.0,10,0.6524390243902439,1.8259375,out,10.0,8,132.3,299.72,8,115.3,666.64,0,0,15043,13
4955,2,00:33:56,61081,4,2,3,defensive shot,0.0,1,2.0,2,-0.9841463414634146,0.4406250000000001,,,8,175.5,291.87,8,218.7,699.32,0,0,15044,21
4955,7,00:38:27,69236,5,6,23,clear,0.0,0,1.0,6,-1.201219512195122,1.1518749999999998,,,8,159.8,224.75,8,195.7,696.46,0,0,15045,21
4955,8,00:15:42,28278,13,11,3,defensive shot,0.0,1,1.0,6,0.9731707317073172,-1.0229687500000002,,,8,170.6,645.48,8,149.6,249.46,0,0,15046,21
4955,9,00:16:35,29872,8,7,23,clear,1.0,0,1.0,8,-0.8451219512195122,-1.1796875,,,8,163.5,707.77,8,195.2,355.96,0,0,15047,21
4955,10,00:32:58,59345,8,11,3,short service,0.0,1,2.0,5,1.0085365853658534,0.7185937500000001,,,8,171.6,289.73,8,223.4,653.67,0,0,15048,21
4955,11,00:26:27,47629,19,13,23,lob,0.0,0,1.0,3,-0.9987804878048782,-1.4117708333333334,,,8,226.0,605.58,8,167.7,332.28,0,0,15049,21
4955,12,00:18:36,33492,16,14,3,drive,1.0,0,1.0,6,1.1158536585365857,-0.6590104166666665,,,8,239.9,662.92,7,216.1,378.41,0,0,15050,21
4955,14,00:44:03,79290,15,9,3,defensive shot,0.0,1,2.0,7,-0.6658536585365853,0.3679687499999999,,,8,162.5,271.94,8,171.7,630.36,0,0,15051,21
4955,16,00:21:39,38975,13,10,3,drive,0.0,0,1.0,8,-0.0158536585365855,-0.9505208333333334,,,8,110.8,645.46,8,110.8,317.29,0,0,15052,21
4955,17,00:24:31,44154,19,9,23,push/rush,0.0,0,1.0,6,1.218292682926829,-1.1290104166666668,,,8,191.4,628.33,8,164.0,323.32,0,0,15053,21
4955,18,00:44:01,79245,15,9,3,short service,0.0,1,2.0,7,-0.352439024390244,0.5954166666666669,,,8,182.2,327.76,8,132.1,683.0,0,0,15054,21
4955,20,00:48:02,86480,19,12,3,net shot,0.0,1,2.0,7,0.721951219512195,0.5375520833333335,,,8,193.9,299.43,8,137.3,745.42,0,0,15055,21
4955,21,00:45:43,82291,11,14,23,push/rush,0.0,0,2.0,7,0.4975609756097562,0.0136979166666666,no such data,34.0,8,234.0,362.3,8,239.4,688.49,0,0,15056,1
4957,3,00:36:40,66020,5,1,10,net shot,0.0,0,2.0,7,0.0158536585365855,-0.4528645833333333,,,8,218.8,639.49,8,197.3,295.14,0,0,15057,9
4957,5,00:51:48,93260,18,19,10,net shot,0.0,1,1.0,7,0.7036585365853657,0.2923958333333332,,,8,215.8,355.92,8,222.8,711.09,0,0,15058,9
4957,8,00:39:03,70314,18,17,18,defensive shot,0.0,1,2.0,8,-0.2439024390243902,-0.72984375,,,8,189.8,667.18,9,116.6,178.9,0,0,15059,9
4957,9,00:59:03,106293,0,2,10,drop,0.0,0,2.0,2,-1.017073170731707,0.1433333333333332,touched the net,10.0,9,214.2,776.43,8,174.8,274.34,0,0,15060,9
4958,3,00:40:30,72918,13,5,8,long service,0.0,0,1.0,9,0.8597560975609756,-1.4405208333333337,,,8,170.5,672.17,8,224.2,278.56,0,0,15061,19
4958,5,00:25:11,45350,18,10,8,drive,0.0,0,2.0,8,0.0963414634146342,1.0346354166666665,,,8,115.8,250.99,8,130.6,653.25,0,0,15062,19
4958,6,00:47:13,85006,12,10,28,long service,0.0,0,1.0,3,1.2902439024390244,1.6230208333333334,,,8,170.9,346.8,8,236.0,712.95,0,0,15063,19
4958,7,00:28:42,51686,21,18,8,defensive shot,0.0,0,2.0,2,-1.079268292682927,0.3385937499999999,,,8,145.8,282.1,8,246.4,734.01,0,0,15064,19
4958,8,01:14:14,133648,13,8,28,defensive shot,0.0,0,1.0,8,-0.2634146341463414,1.3594270833333333,,,8,238.8,265.93,8,244.6,740.06,0,0,15065,19
4958,9,00:47:58,86363,19,12,8,smash,1.0,0,2.0,8,-0.1817073170731708,-0.9516145833333332,,,8,149.7,662.44,8,128.7,238.34,0,0,15066,19
4958,10,00:14:30,26106,8,7,28,net shot,0.0,1,2.0,2,1.2317073170731707,-0.3252083333333333,,,8,226.9,594.83,8,172.1,298.16,0,0,15067,19
4958,14,00:49:12,88583,14,11,28,drop,0.0,0,2.0,7,-0.7073170731707317,0.2782291666666664,,,8,188.0,226.94,8,174.0,684.37,0,0,15068,19
4958,15,00:25:08,45243,18,10,8,defensive shot,0.0,1,2.0,7,-0.4170731707317072,0.4428645833333332,,,8,129.3,283.8,8,121.7,740.04,0,0,15069,19
4958,17,00:41:16,74300,14,5,8,short service,0.0,1,2.0,7,0.5634146341463413,-0.50875,,,8,174.2,648.98,8,224.3,277.91,0,0,15070,19
4958,18,00:13:18,23961,8,5,28,clear,0.0,0,1.0,3,-1.1804878048780487,-1.5228125,,,8,208.5,722.1,8,192.5,321.1,0,0,15071,19
4959,3,00:11:38,20960,5,7,1,net shot,0.0,0,2.0,2,1.3682926829268292,-0.1877083333333334,,,8,247.4,630.25,8,213.7,315.64,0,0,15072,16
4959,4,00:08:02,14460,1,2,19,smash,0.0,0,2.0,8,-0.2024390243902438,1.2217187500000002,,,8,131.7,292.76,8,160.5,689.41,0,0,15073,16
4959,6,00:24:00,43229,20,11,19,short service,0.0,1,2.0,7,-0.2560975609756097,0.3088541666666664,,,8,181.8,322.09,8,120.4,659.88,0,0,15074,16
4959,7,00:38:32,69366,7,3,1,drive,0.0,0,1.0,8,-0.8207317073170731,0.9439583333333332,,,8,200.7,264.09,8,207.0,639.97,0,0,15075,16
4959,8,01:16:33,137817,20,10,19,defensive shot,0.0,1,1.0,8,-0.4341463414634146,-0.5263020833333334,,,8,172.0,651.37,1,100.1,376.62,0,0,15076,16
